n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_word_ps,a_bry_ps,corr_ttr
2,0,0,0,1,0,0,2,0,0,3,0,1,0,0,3,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,6.0,3.0,0.612
5,5,5,3,4,3,0,10,0,2,10,2,0,1,0,7,0,1,1,1,2,1,1,0,1,0,1,5,1,0,1,0,2,0,28.5,18.5,0.656
2,0,0,1,1,0,0,4,2,1,0,0,1,1,0,2,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,15.0,9.0,0.548
5,7,4,5,4,10,1,13,7,3,8,1,7,2,1,11,0,1,1,1,3,1,1,1,1,1,2,4,1,1,1,1,3,0,22.0,13.562,0.754
7,8,6,5,3,9,1,16,1,0,4,4,6,2,1,5,1,1,1,1,2,1,1,1,1,1,0,3,1,1,1,1,2,1,26.0,5.667,0.4
2,3,1,1,0,1,0,3,2,0,3,0,1,1,1,2,0,1,1,1,1,0,1,0,1,1,0,2,0,0,1,1,1,0,20.0,4.0,0.474
0,4,2,1,2,0,0,3,1,1,5,1,1,0,0,5,0,0,1,1,1,1,0,0,1,1,1,3,1,1,0,0,1,0,26.0,23.0,0.832
2,2,0,3,2,2,0,3,1,4,3,1,1,3,0,6,0,1,1,0,2,1,1,0,1,1,2,2,1,1,1,0,1,0,16.5,12.0,0.615
1,2,1,0,1,1,0,1,1,0,0,0,3,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,12.0,0.0,0.204
3,2,6,6,3,0,0,11,0,5,10,0,6,3,1,8,0,1,1,1,2,1,0,0,1,0,2,6,0,1,1,1,1,0,20.667,13.333,0.718
2,1,4,1,0,1,1,5,1,0,5,0,2,0,0,2,0,1,1,1,1,0,1,1,1,1,0,4,0,1,0,0,2,0,6.25,4.5,0.849
3,1,5,2,1,0,0,4,0,2,4,0,2,1,0,5,0,1,1,1,2,1,0,0,1,0,2,2,0,1,1,0,1,0,30.0,20.0,0.645
1,1,1,1,0,1,0,3,0,0,1,1,2,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,13.0,6.0,0.588
2,0,0,1,0,2,0,4,0,2,1,1,2,0,0,3,0,1,0,0,1,0,1,0,1,0,2,1,1,1,0,0,1,0,19.0,16.0,0.649
2,0,0,2,1,0,0,1,0,1,2,0,3,1,0,1,0,1,0,0,1,1,0,0,1,0,1,2,0,1,1,0,1,0,4.667,4.333,0.756
1,0,0,2,0,1,0,4,0,1,3,0,2,1,0,3,0,1,0,0,1,0,1,0,1,0,1,3,0,1,1,0,2,0,9.0,6.5,0.667
2,2,3,2,1,1,0,2,0,0,4,0,2,1,0,1,0,1,1,1,2,1,1,0,1,0,0,4,0,1,1,0,1,0,10.5,8.0,0.772
3,5,3,5,3,3,1,7,0,4,3,0,2,0,0,5,0,1,1,1,3,1,1,1,1,0,2,2,0,1,0,0,1,0,22.0,11.5,0.533
0,0,3,1,1,0,0,1,2,1,2,0,0,0,0,2,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,6.5,3.0,0.588
4,4,2,1,2,1,0,8,0,0,1,0,5,0,0,3,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,15.5,1.0,0.254
0,0,0,0,0,0,0,1,0,0,1,3,3,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,5.5,0.0,0.213
3,4,5,7,4,5,0,10,0,1,6,0,4,4,0,6,1,1,1,1,3,1,1,0,1,0,1,3,0,1,1,0,2,1,59.0,32.0,0.552
4,1,1,1,0,1,1,6,0,0,2,0,2,0,0,4,2,1,1,1,1,0,1,1,1,0,0,2,0,1,0,0,1,1,27.0,4.0,0.408
3,6,5,5,2,3,0,4,0,3,14,0,7,2,0,10,1,1,1,1,4,1,1,0,1,0,1,4,0,1,1,0,1,1,21.667,22.917,0.702
1,1,3,2,1,2,1,6,0,2,6,1,1,1,0,6,0,1,1,1,2,1,1,1,1,0,1,3,1,1,1,0,2,0,17.0,25.0,0.728
1,5,4,4,1,1,0,7,6,1,4,0,3,0,0,5,0,1,1,1,4,1,1,0,1,1,1,1,0,1,0,0,1,0,42.0,21.0,0.546
2,4,4,2,1,0,0,3,2,0,9,1,3,1,0,6,0,1,1,1,2,1,0,0,1,1,0,5,1,1,1,0,2,0,9.25,7.75,0.814
2,2,5,4,1,1,0,2,0,1,5,1,1,1,0,1,0,1,1,1,2,1,1,0,1,0,1,3,1,1,1,0,1,0,27.0,27.0,0.816
3,1,3,3,2,2,0,2,0,1,2,0,3,0,0,0,0,1,1,1,2,1,1,0,1,0,1,1,0,1,0,0,0,0,11.0,6.5,0.603
0,7,0,5,2,4,0,6,2,0,11,1,7,1,1,8,1,0,1,0,2,1,1,0,1,1,0,5,1,1,1,1,1,1,27.5,16.5,0.572
5,6,2,1,2,9,0,9,1,1,4,14,21,1,0,6,2,1,1,1,1,1,1,0,1,1,1,2,1,1,1,0,2,1,28.0,5.333,0.309
8,9,3,6,3,4,1,13,1,2,6,0,7,3,0,4,0,1,1,1,2,1,1,1,1,1,1,3,0,1,1,0,1,0,35.0,6.0,0.338
2,0,0,0,1,0,1,1,0,1,3,1,6,0,0,3,0,1,0,0,0,1,0,1,1,0,1,3,1,1,0,0,1,0,9.5,5.9,0.487
9,8,6,13,2,11,0,19,1,9,28,0,17,9,0,28,1,1,1,1,4,1,1,0,1,1,2,5,0,1,1,0,2,1,23.143,22.143,0.5
2,3,1,2,0,0,0,1,0,1,4,1,2,0,0,3,0,1,1,1,1,0,0,0,1,0,1,2,1,1,0,0,1,0,20.0,13.0,0.474
0,1,2,1,1,2,0,2,0,0,3,0,1,0,0,2,0,0,1,1,1,1,1,0,1,0,0,2,0,1,0,0,1,0,15.0,14.0,0.548
2,2,0,1,0,1,0,4,0,1,2,3,1,3,0,2,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,2,1,22.0,15.0,0.603
1,1,0,4,3,1,0,11,0,0,9,0,7,1,1,6,0,1,1,0,2,1,1,0,1,0,0,6,0,1,1,1,1,0,14.333,11.524,0.863
1,3,2,4,0,2,1,7,0,3,6,0,4,2,0,3,0,1,1,1,2,0,1,1,1,0,1,3,0,1,1,0,2,0,19.0,23.5,0.803
4,2,2,8,1,4,0,4,2,2,6,2,4,1,0,6,0,1,1,1,3,1,1,0,1,1,1,3,1,1,1,0,1,0,16.0,17.0,0.714
3,3,5,5,1,1,0,3,3,2,2,0,4,0,0,3,0,1,1,1,2,1,1,0,1,1,1,2,0,1,0,0,1,0,17.5,4.0,0.359
2,5,2,3,2,3,0,6,0,4,6,0,4,1,0,5,1,1,1,1,1,1,1,0,1,0,2,4,0,1,1,0,1,1,22.0,17.5,0.746
1,5,1,2,0,3,0,4,0,2,3,2,2,1,0,3,0,1,1,1,1,0,1,0,1,0,2,3,1,1,1,0,1,0,29.0,20.0,0.657
2,3,3,3,1,3,1,6,3,1,5,1,4,1,0,5,0,1,1,1,2,1,1,1,1,1,1,3,1,1,1,0,3,0,14.0,11.667,0.764
4,2,3,2,2,0,0,12,0,2,3,1,11,1,0,8,0,1,1,1,2,1,0,0,1,0,1,3,1,1,1,0,1,0,17.0,4.667,0.495
3,3,2,4,2,1,0,4,0,0,8,0,4,1,0,6,0,1,1,1,2,1,1,0,1,0,0,4,0,1,1,0,1,0,12.667,7.0,0.574
8,5,1,3,2,6,0,10,0,1,4,2,7,1,1,7,0,1,1,1,2,1,1,0,1,0,1,2,1,1,1,1,2,0,11.4,3.2,0.281
1,1,1,0,0,1,1,2,0,0,1,0,5,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,14.0,2.0,0.378
0,0,2,1,2,0,0,3,0,1,2,0,3,1,3,2,0,0,0,1,1,1,0,0,1,0,1,2,0,1,1,1,1,0,19.0,14.75,0.649
1,6,1,2,1,3,0,8,1,0,6,3,3,0,0,5,1,1,1,1,2,1,1,0,1,1,0,3,1,1,0,0,1,1,41.0,7.0,0.442
4,5,3,5,2,1,1,11,0,0,3,0,4,2,0,4,0,1,1,1,2,1,1,1,1,0,0,3,0,1,1,0,1,0,11.25,5.5,0.527
0,1,1,1,0,2,0,3,0,0,2,0,2,0,0,2,0,0,1,1,1,0,1,0,1,0,0,2,0,1,0,0,1,0,7.0,2.0,0.567
0,2,0,0,0,1,0,0,1,0,1,3,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,12.0,0.0,0.204
2,1,0,0,1,2,0,1,0,1,1,3,2,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,15.0,10.0,0.548
0,3,0,2,0,2,1,3,0,0,2,0,2,1,0,2,1,0,1,0,1,0,1,1,1,0,0,2,0,1,1,0,1,1,9.5,4.0,0.487
2,11,3,1,0,4,0,9,4,0,2,0,7,1,0,6,0,1,1,1,1,0,1,0,1,1,0,2,0,1,1,0,1,0,50.0,5.0,0.3
2,2,4,2,0,0,0,3,0,0,4,2,1,1,0,2,0,1,1,1,2,0,0,0,1,0,0,3,1,1,1,0,1,0,11.5,9.5,0.737
1,3,3,1,0,1,1,4,1,1,1,1,2,1,0,4,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,12.5,5.5,0.424
4,5,2,6,4,1,1,15,1,4,6,1,5,2,1,13,0,1,1,1,3,1,1,1,1,1,2,3,1,1,1,1,1,0,71.0,46.0,0.504
6,4,0,2,0,4,0,9,0,0,3,1,4,1,0,5,1,1,1,0,2,0,1,0,1,0,0,2,1,1,1,0,1,1,20.0,5.0,0.447
13,13,13,9,4,12,2,26,1,1,12,12,24,1,0,13,2,1,1,1,2,1,1,1,1,1,1,4,1,1,1,0,2,1,15.9,4.0,0.336
0,0,0,1,0,0,0,0,0,2,3,0,2,1,0,3,0,0,0,0,1,0,0,0,0,0,2,2,0,1,1,0,2,0,12.0,34.75,1.225
10,4,1,9,2,7,0,18,1,2,5,1,8,3,0,8,0,1,1,1,4,1,1,0,1,1,1,5,1,1,1,0,1,0,15.8,10.4,0.716
4,1,6,4,2,2,0,4,0,0,5,0,7,0,0,3,1,1,1,1,2,1,1,0,1,0,0,4,0,1,0,0,1,1,7.8,2.2,0.566
3,2,2,1,0,1,0,3,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,15.0,2.0,0.365
3,2,3,2,0,1,0,3,0,0,2,0,4,1,0,1,0,1,1,1,1,0,1,0,1,0,0,2,0,1,1,0,1,0,22.0,7.0,0.452
2,1,1,4,0,1,0,3,0,1,3,0,4,1,1,0,0,1,1,1,2,0,1,0,1,0,1,3,0,1,1,1,0,0,10.5,11.0,0.926
3,2,1,2,1,3,0,3,1,2,3,2,5,1,1,2,1,1,1,1,2,1,1,0,1,1,2,3,1,1,1,1,1,1,6.8,3.4,0.606
1,1,0,2,0,1,0,1,0,1,2,1,2,0,0,1,0,1,1,0,1,0,1,0,1,0,1,2,1,1,0,0,1,0,6.5,6.0,0.784
0,1,1,1,0,1,0,2,4,0,0,2,3,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,15.0,4.0,0.365
2,4,3,0,0,2,0,7,0,0,4,1,4,1,0,4,1,1,1,1,0,0,1,0,1,0,0,3,1,1,1,0,2,1,16.5,8.0,0.615
10,16,13,7,5,9,0,23,1,1,20,3,13,2,0,17,2,1,1,1,2,1,1,0,1,1,1,7,1,1,1,0,1,1,20.429,9.714,0.473
1,1,0,1,0,0,0,6,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,11.0,13.571,0.64
1,2,3,1,0,0,0,3,0,0,2,1,4,0,0,1,0,1,1,1,1,0,0,0,1,0,0,2,1,1,0,0,1,0,6.0,2.333,0.667
0,2,1,1,0,1,0,2,0,0,1,0,2,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,11.0,4.0,0.64
0,2,4,2,1,1,0,4,0,2,1,1,0,1,0,2,0,0,1,1,2,1,1,0,1,0,1,1,1,0,1,0,1,0,21.0,19.0,0.617
3,0,4,3,2,0,0,0,0,1,3,0,0,1,0,1,0,1,0,1,2,1,0,0,0,0,1,2,0,0,1,0,1,0,18.0,19.0,0.833
4,1,1,2,1,1,0,5,0,0,2,1,2,2,0,1,0,1,1,1,1,1,1,0,1,0,0,2,1,1,1,0,1,0,23.0,13.0,0.59
2,1,0,2,1,1,1,2,1,0,2,0,3,0,0,0,0,1,1,0,1,1,1,1,1,1,0,2,0,1,0,0,0,0,8.0,4.0,0.707
1,0,1,1,1,1,0,2,0,0,2,0,2,0,0,3,0,1,0,1,1,1,1,0,1,0,0,2,0,1,0,0,1,0,14.0,2.0,0.378
4,2,1,3,2,1,0,3,0,1,2,0,2,0,0,2,0,1,1,1,2,1,1,0,1,0,1,1,0,1,0,0,1,0,22.0,25.571,0.754
1,0,0,0,0,0,0,5,1,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,12.0,0.0,0.204
2,0,1,0,3,0,1,0,0,1,2,0,5,0,0,2,0,1,0,1,0,1,0,1,0,0,1,2,0,1,0,0,1,0,17.0,10.0,0.514
0,0,0,2,0,1,0,3,0,3,3,0,2,1,0,4,0,0,0,0,2,0,1,0,1,0,3,3,0,1,1,0,2,0,19.0,29.25,1.298
20,23,9,18,8,14,0,35,0,5,15,6,13,4,0,22,1,1,1,1,3,1,1,0,1,0,2,7,1,1,1,0,1,1,32.0,13.917,0.51
1,1,2,1,0,0,0,2,0,0,0,1,2,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,11.0,2.0,0.426
2,3,0,1,1,1,0,6,0,1,4,0,1,0,0,2,0,1,1,0,1,1,1,0,1,0,1,2,0,1,0,0,1,0,22.0,15.0,0.603
6,9,5,6,1,3,0,8,0,3,9,8,10,0,0,6,0,1,1,1,2,1,1,0,1,0,2,4,1,1,0,0,1,0,14.8,5.4,0.493
3,1,3,1,0,3,1,5,0,0,2,0,2,1,0,2,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,8.0,5.333,0.433
3,7,3,2,1,3,0,8,0,2,3,1,6,1,0,5,1,1,1,1,1,1,1,0,1,0,2,3,1,1,1,0,1,1,23.0,10.125,0.73
1,1,2,3,0,3,0,5,0,0,3,1,1,1,0,3,1,1,1,1,2,0,1,0,1,0,0,1,1,1,1,0,1,1,25.0,29.0,0.566
10,8,1,5,3,5,0,13,0,1,5,0,9,2,0,5,0,1,1,1,2,1,1,0,1,0,1,5,0,1,1,0,1,0,22.333,9.0,0.605
32,19,13,20,16,17,0,52,1,12,25,3,36,8,0,39,4,1,1,1,4,1,1,0,1,1,2,7,1,1,1,0,2,1,22.692,11.473,0.494
0,1,0,2,0,0,0,2,0,1,3,1,3,0,0,2,0,0,1,0,1,0,0,0,1,0,1,3,1,1,0,0,1,0,14.0,17.0,0.945
5,4,0,1,1,5,0,7,0,1,2,1,5,0,0,3,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,2,1,35.0,4.0,0.239
3,1,1,3,0,1,0,2,0,0,3,0,2,1,0,1,0,1,1,1,1,0,1,0,1,0,0,2,0,1,1,0,1,0,9.0,4.5,0.5
2,2,0,2,0,2,0,2,1,1,1,0,4,1,0,2,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,10.0,7.0,0.632
3,2,4,5,1,2,0,7,0,3,5,0,2,2,0,6,0,1,1,1,2,1,1,0,1,0,2,1,0,1,1,0,1,0,14.0,7.667,0.436
4,5,6,5,2,7,1,8,0,5,3,5,4,2,0,6,0,1,1,1,1,1,1,1,1,0,2,3,1,1,1,0,1,0,15.75,11.0,0.535
0,1,2,3,0,0,0,2,3,1,4,3,2,0,1,3,1,0,1,1,3,0,0,0,1,1,1,4,1,1,0,1,1,1,12.5,10.5,0.849
1,2,2,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,14.0,6.0,0.378
1,3,5,1,1,1,0,2,1,0,1,3,3,1,0,3,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,26.0,8.0,0.416
1,1,2,2,0,1,0,3,0,1,1,0,2,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,7.0,8.5,0.756
14,13,11,11,5,8,3,20,1,5,13,6,18,4,0,13,3,1,1,1,2,1,1,1,1,1,2,5,1,1,1,0,2,1,16.333,6.778,0.408
0,2,2,2,1,0,1,1,3,1,2,0,2,0,0,3,0,0,1,1,2,1,0,1,1,1,1,2,0,1,0,0,2,0,20.0,18.0,0.791
9,4,6,12,3,6,0,18,1,8,20,0,13,5,2,25,0,1,1,1,4,1,1,0,1,1,2,6,0,1,1,1,3,0,16.125,13.594,0.685
4,5,1,1,1,2,0,6,0,1,1,0,2,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,13.0,3.5,0.277
24,15,15,24,12,18,0,49,4,15,37,9,33,9,2,43,7,1,1,1,4,1,1,0,1,1,2,7,1,1,1,1,3,1,19.188,12.734,0.484
1,3,0,1,0,2,0,3,0,0,2,0,2,0,0,1,0,1,1,0,1,0,1,0,1,0,0,2,0,1,0,0,1,0,7.5,3.5,0.365
0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,1,4,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,11.0,2.0,0.426
0,0,1,0,0,0,0,2,1,0,1,2,3,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,3.667,0.667,0.426
1,0,0,2,0,1,0,3,0,2,1,1,2,0,0,1,0,1,0,0,1,0,1,0,1,0,2,1,1,1,0,0,1,0,7.0,5.5,0.567
2,0,0,0,0,1,0,2,0,0,3,0,2,0,0,2,0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,2,0,6.0,7.5,1.021
2,1,2,3,0,0,0,2,0,1,4,2,6,0,0,3,0,1,1,1,2,0,0,0,1,0,1,2,1,1,0,0,1,0,6.5,5.5,0.693
3,2,1,2,2,2,0,4,1,1,2,0,0,2,0,4,0,1,1,1,2,1,1,0,1,1,1,2,0,0,1,0,1,0,26.0,16.0,0.555
2,2,2,1,0,3,1,2,0,2,4,1,5,2,0,4,0,1,1,1,1,0,1,1,1,0,2,2,1,1,1,0,2,0,31.0,29.0,0.762
3,2,3,6,4,10,0,14,0,1,10,2,9,0,1,11,0,1,1,1,2,1,1,0,1,0,1,4,1,1,0,1,1,0,15.0,7.2,0.49
4,2,9,7,2,2,0,5,2,2,6,2,5,1,0,6,0,1,1,1,3,1,1,0,1,1,2,3,1,1,1,0,1,0,18.333,11.333,0.572
5,8,6,13,4,3,0,8,1,5,11,6,8,2,0,8,1,1,1,1,3,1,1,0,1,1,2,5,1,1,1,0,1,1,17.8,14.6,0.6
8,7,1,3,3,2,0,12,0,1,4,1,10,2,0,5,0,1,1,1,2,1,1,0,1,0,1,3,1,1,1,0,1,0,19.333,4.0,0.464
0,2,0,1,0,2,0,6,0,1,1,2,2,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,8.5,4.5,0.514
10,12,3,1,4,8,0,20,0,1,0,2,11,4,0,9,10,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,2,1,95.0,9.0,0.218
0,0,0,1,0,1,0,3,0,0,2,0,3,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,4.0,2.0,0.612
35,18,7,20,17,16,0,54,1,12,30,15,43,6,1,31,15,1,1,1,4,1,1,0,1,1,2,8,1,1,1,1,2,1,20.8,15.65,0.48
19,24,10,7,4,8,0,42,6,0,7,19,50,1,14,9,5,1,1,1,2,1,1,0,1,1,0,2,1,1,1,1,1,1,22.0,1.9,0.143
7,9,4,2,2,5,0,13,0,2,3,1,7,1,0,10,2,1,1,1,2,1,1,0,1,0,1,3,1,1,1,0,1,1,66.0,20.0,0.522
1,1,1,0,1,1,0,2,0,1,2,4,7,0,0,3,2,1,1,1,0,1,1,0,1,0,1,2,1,1,0,0,1,1,4.167,0.333,0.283
3,3,5,1,1,2,0,9,0,2,4,1,6,2,0,5,1,1,1,1,1,1,1,0,1,0,2,3,1,1,1,0,2,1,11.0,4.25,0.533
0,1,2,0,1,0,0,1,0,0,3,0,2,0,0,3,0,0,1,1,0,1,0,0,1,0,0,3,0,1,0,0,1,0,6.5,6.5,0.588
5,6,2,6,2,2,0,10,0,0,4,0,2,1,0,5,0,1,1,1,3,1,1,0,1,0,0,4,0,1,1,0,2,0,22.5,14.5,0.632
0,3,4,4,1,0,0,1,4,0,4,1,5,2,1,3,0,0,1,1,2,1,0,0,1,1,0,3,1,1,1,1,1,0,32.0,12.0,0.5
0,0,0,1,0,1,0,4,1,0,2,2,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,2,1,1,0,0,1,0,6.5,3.0,0.784
3,3,2,2,0,3,1,17,3,0,2,0,22,0,0,3,3,1,1,1,2,0,1,1,1,1,0,2,0,1,0,0,2,1,15.25,4.5,0.453
3,4,3,7,4,1,0,10,2,4,8,3,9,1,0,6,0,1,1,1,2,1,1,0,1,1,2,3,1,1,1,0,1,0,16.25,10.25,0.439
2,1,3,2,0,0,0,3,3,0,2,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,2,0,1,1,0,1,0,9.5,4.5,0.649
1,3,2,2,0,3,0,5,0,3,2,3,4,1,0,3,0,1,1,1,1,0,1,0,1,0,2,2,1,1,1,0,2,0,16.0,11.0,0.5
20,28,19,25,12,19,1,42,0,18,41,3,41,2,1,41,2,1,1,1,3,1,1,1,1,0,2,7,1,1,1,1,2,1,15.65,10.6,0.4
26,26,13,26,5,26,3,54,2,11,28,6,32,7,0,47,0,1,1,1,2,1,1,1,1,1,2,7,1,1,1,0,2,0,14.227,5.227,0.4
0,2,1,0,0,1,0,2,0,0,2,3,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,13.0,0.0,0.196
0,1,0,2,1,2,0,3,0,0,3,2,2,1,0,1,1,0,1,0,1,1,1,0,1,0,0,2,1,1,1,0,1,1,18.0,6.0,0.5
5,4,4,3,2,5,0,13,0,1,1,0,5,1,0,4,1,1,1,1,2,1,1,0,1,0,1,1,0,1,1,0,1,1,49.0,14.0,0.404
2,8,6,1,4,4,0,17,2,2,10,0,8,1,1,13,1,1,1,1,1,1,1,0,1,1,2,3,0,1,1,1,2,1,19.75,6.75,0.398
1,0,0,0,0,0,0,6,1,0,0,4,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,18.0,0.0,0.167
2,4,2,5,1,4,0,7,1,1,5,1,4,0,0,4,0,1,1,1,3,1,1,0,1,1,1,4,1,1,0,0,1,0,13.667,7.0,0.663
5,10,7,11,8,2,1,6,8,7,14,4,16,0,0,14,4,1,1,1,3,1,1,1,1,1,2,5,1,1,0,0,2,1,16.714,11.714,0.523
4,3,5,5,3,4,0,11,2,3,6,5,14,2,1,7,0,1,1,1,2,1,1,0,1,1,1,3,1,1,1,1,1,0,18.5,8.75,0.411
0,3,1,0,1,1,1,1,0,1,4,0,2,0,0,5,0,0,1,1,0,1,1,1,1,0,1,3,0,1,0,0,1,0,10.5,8.0,0.463
0,3,0,3,1,2,0,6,1,0,4,0,2,0,0,2,0,0,1,0,1,1,1,0,1,1,0,3,0,1,0,0,1,0,12.0,6.0,0.577
2,4,0,3,1,2,0,9,0,1,4,0,6,1,0,5,0,1,1,0,2,1,1,0,1,0,1,3,0,1,1,0,1,0,38.0,19.0,0.574
4,4,4,2,0,2,1,6,1,2,7,0,2,0,1,5,0,1,1,1,2,0,1,1,1,1,2,5,0,1,0,1,1,0,20.0,16.0,0.783
0,4,2,1,1,4,0,6,2,0,1,4,2,0,1,2,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,29.0,4.0,0.394
6,2,4,7,1,4,0,11,0,2,3,5,4,1,0,3,0,1,1,1,3,1,1,0,1,0,2,3,1,1,1,0,2,0,13.25,8.643,0.777
2,3,0,1,0,0,0,1,0,0,0,2,2,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,12.0,0.0,0.204
5,4,1,0,1,1,0,6,1,0,2,0,3,1,0,3,0,1,1,1,0,1,1,0,1,1,0,2,0,1,1,0,1,0,9.333,1.667,0.401
3,4,0,2,0,2,0,3,3,0,3,0,3,1,1,1,0,1,1,0,1,0,1,0,1,1,0,2,0,1,1,1,1,0,12.5,4.0,0.424
3,2,3,3,3,2,0,6,4,2,6,2,7,0,0,5,1,1,1,1,2,1,1,0,1,1,1,4,1,1,0,0,2,1,9.6,8.0,0.816
3,0,2,3,1,1,0,4,2,0,2,3,4,1,1,4,0,1,0,1,2,1,1,0,1,1,0,2,1,1,1,1,1,0,15.0,3.0,0.387
1,1,0,3,1,1,1,4,0,2,10,0,1,1,0,6,0,1,1,0,2,1,1,1,1,0,1,7,0,1,1,0,2,0,16.0,26.0,1.25
0,1,3,2,1,2,0,2,2,0,5,1,3,1,0,4,0,0,1,1,1,1,1,0,1,1,0,3,1,1,1,0,2,0,27.0,13.0,0.68
0,2,0,1,0,0,0,2,0,0,0,1,2,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,11.0,5.0,0.426
3,0,2,4,2,1,0,1,1,2,6,1,3,2,0,4,0,1,0,1,2,1,1,0,1,1,2,5,1,1,1,0,1,0,16.0,15.0,0.875
14,15,16,10,3,12,2,24,1,4,16,8,34,5,4,18,2,1,1,1,3,1,1,1,1,1,1,6,1,1,1,1,2,1,20.444,7.0,0.417
1,6,0,1,2,2,0,2,0,0,2,5,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,2,1,1,0,0,1,0,23.0,14.0,0.737
1,1,0,1,0,0,0,2,0,0,2,0,2,1,0,1,0,1,1,0,1,0,0,0,1,0,0,2,0,1,1,0,1,0,11.0,6.0,0.853
1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,3,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,11.0,7.0,0.426
10,16,6,8,5,14,1,30,0,3,9,2,13,3,1,12,1,1,1,1,2,1,1,1,1,0,2,4,1,1,1,1,3,1,33.25,9.5,0.429
2,1,1,1,1,1,0,5,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,15.0,4.0,0.548
4,2,6,2,3,2,0,2,1,2,5,1,5,0,0,6,0,1,1,1,2,1,1,0,1,1,1,2,1,1,0,0,2,0,13.667,12.333,0.773
9,16,9,11,2,16,1,31,0,2,8,11,21,10,0,16,3,1,1,1,3,1,1,1,1,0,1,5,1,1,1,0,1,1,23.714,6.571,0.384
0,0,2,0,0,0,0,1,0,0,0,6,5,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,18.0,0.0,0.167
1,3,4,2,1,1,0,4,0,4,9,5,4,3,0,10,0,1,1,1,1,1,1,0,1,0,2,4,1,1,1,0,1,0,12.75,6.75,0.594
0,1,3,0,2,0,0,1,0,0,2,5,3,0,0,2,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,19.0,4.0,0.324
