n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_word_ps,a_bry_ps,corr_ttr
2,3,2,0,1,0,0,6,0,0,1,4,10,1,3,3,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,2,1,35.0,7.0,0.239
8,17,14,14,8,11,0,31,1,14,38,1,21,7,0,39,0,1,1,1,4,1,1,0,1,1,2,10,1,1,1,0,2,0,38.0,24.0,0.656
2,3,4,1,1,0,0,2,1,1,3,0,3,1,0,5,1,1,1,1,1,1,0,0,1,1,1,2,0,1,1,0,2,1,14.0,11.0,0.802
5,3,2,5,1,2,0,5,0,3,9,0,9,2,0,6,2,1,1,1,4,1,1,0,1,0,2,5,0,1,1,0,2,1,18.0,17.19,0.962
1,0,3,1,3,0,1,1,0,0,2,2,4,0,0,1,0,1,0,1,1,1,0,1,1,0,0,2,1,1,0,0,1,0,9.5,2.0,0.487
2,4,4,2,1,1,0,4,0,1,9,0,4,1,0,6,0,1,1,1,1,1,1,0,1,0,1,6,0,1,1,0,2,0,19.5,16.0,0.906
4,10,3,2,0,5,1,11,1,2,18,0,9,6,0,18,2,1,1,1,1,0,1,1,1,1,1,6,0,1,1,0,2,1,18.4,11.4,0.59
10,12,6,6,4,4,0,16,1,1,15,0,6,5,0,14,1,1,1,1,2,1,1,0,1,1,1,5,0,1,1,0,2,1,25.25,14.143,0.563
0,4,2,3,1,3,1,4,0,1,5,0,7,0,0,4,0,0,1,1,1,1,1,1,1,0,1,5,0,1,0,0,1,0,17.5,12.5,0.837
1,1,1,0,0,1,0,1,0,0,4,0,1,0,0,2,0,1,1,1,0,0,1,0,1,0,0,3,0,1,0,0,1,0,12.0,9.0,0.612
2,1,3,0,0,1,0,3,0,0,3,1,3,1,0,2,0,1,1,1,0,0,1,0,1,0,0,2,1,1,1,0,2,0,20.0,10.0,0.632
5,4,2,4,1,8,0,14,0,2,6,1,6,2,0,7,0,1,1,1,3,1,1,0,1,0,2,3,1,1,1,0,1,0,12.4,7.7,0.629
13,16,16,12,7,6,0,19,0,10,32,0,32,12,0,40,4,1,1,1,4,1,1,0,1,0,2,9,0,1,1,0,3,1,27.125,14.5,0.624
6,8,8,11,4,10,1,15,2,8,22,1,25,1,0,24,2,1,1,1,4,1,1,1,1,1,2,7,1,1,1,0,1,1,29.6,16.75,0.639
5,3,5,0,1,2,0,6,1,3,7,0,5,0,0,9,0,1,1,1,0,1,1,0,1,1,2,5,0,1,0,0,2,0,11.75,5.5,0.722
19,20,12,25,7,14,0,37,0,14,46,2,37,6,0,42,3,1,1,1,4,1,1,0,1,0,2,8,1,1,1,0,1,1,12.909,8.955,0.504
19,21,15,15,7,19,0,48,2,15,44,5,27,7,0,44,4,1,1,1,2,1,1,0,1,1,2,9,1,1,1,0,5,1,13.905,10.714,0.579
1,2,0,2,0,4,2,4,2,0,1,1,7,0,0,2,2,1,1,0,2,0,1,1,1,1,0,1,1,1,0,0,1,1,15.0,5.5,0.516
11,11,8,10,5,8,0,15,3,5,19,10,15,4,0,12,6,1,1,1,2,1,1,0,1,1,2,4,1,1,1,0,2,1,15.889,8.778,0.473
0,0,2,4,0,3,0,3,0,1,3,0,2,0,0,3,1,0,0,1,2,0,1,0,1,0,1,1,0,1,0,0,2,1,11.0,19.286,0.754
1,1,0,2,0,0,0,0,0,1,3,0,1,1,0,2,0,1,1,0,2,0,0,0,0,0,1,3,0,1,1,0,1,0,12.0,25.75,1.429
1,3,3,4,0,1,1,4,0,1,6,0,5,2,0,7,1,1,1,1,3,0,1,1,1,0,1,5,0,1,1,0,2,1,19.5,16.0,0.906
6,11,4,6,0,7,0,18,0,5,17,0,6,4,0,17,1,1,1,1,3,0,1,0,1,0,2,6,0,1,1,0,3,1,17.0,12.667,0.7
1,1,1,1,1,1,1,2,0,0,3,0,3,0,0,1,0,1,1,1,1,1,1,1,1,0,0,2,0,1,0,0,1,0,8.0,4.5,0.53
2,0,2,3,0,0,0,0,0,4,2,0,0,1,0,2,0,1,0,1,2,0,0,0,0,0,2,1,0,0,1,0,1,0,16.0,24.0,0.707
3,2,0,1,1,2,1,2,0,0,2,0,5,0,0,2,0,1,1,0,1,1,1,1,1,0,0,2,0,1,0,0,1,0,7.0,3.667,0.617
5,2,4,1,4,2,0,6,1,2,1,1,7,0,0,2,0,1,1,1,1,1,1,0,1,1,2,1,1,1,0,0,1,0,19.0,4.5,0.344
3,8,4,3,1,6,0,12,0,3,1,10,9,1,1,4,4,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,11.5,1.0,0.17
1,0,1,0,0,0,0,1,0,1,2,0,3,0,0,2,0,1,0,1,0,0,0,0,1,0,1,2,0,1,0,0,1,0,5.5,6.5,0.64
1,0,1,1,1,0,0,1,0,1,2,2,4,0,0,1,0,1,0,1,1,1,0,0,1,0,1,2,1,1,0,0,1,0,5.0,4.667,0.73
7,1,5,1,4,2,0,15,0,2,2,4,9,1,0,3,5,1,1,1,1,1,1,0,1,0,1,2,1,1,1,0,1,1,15.0,4.75,0.365
10,17,4,6,3,9,0,28,5,0,13,4,12,4,0,15,0,1,1,1,2,1,1,0,1,1,0,6,1,1,1,0,1,0,32.5,9.5,0.434
8,17,12,12,6,14,0,34,3,5,30,1,17,3,0,24,2,1,1,1,4,1,1,0,1,1,2,10,1,1,1,0,2,1,17.0,9.818,0.724
4,5,3,1,1,6,0,6,0,1,3,1,3,0,0,5,2,1,1,1,1,1,1,0,1,0,1,2,1,1,0,0,1,1,20.5,8.5,0.552
7,15,9,12,5,14,0,28,0,5,13,1,9,3,0,12,2,1,1,1,5,1,1,0,1,0,2,4,1,1,1,0,1,1,15.0,10.278,0.548
3,9,4,8,3,9,0,14,1,1,11,0,11,0,0,12,6,1,1,1,3,1,1,0,1,1,1,5,0,1,0,0,1,1,13.143,9.0,0.59
4,5,5,3,2,11,0,12,0,1,4,6,5,1,0,6,3,1,1,1,1,1,1,0,1,0,1,3,1,1,1,0,1,1,17.0,5.5,0.514
3,3,1,0,0,0,1,4,2,0,1,0,4,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,10.5,4.5,0.463
1,1,2,0,1,1,0,4,1,0,5,0,1,1,0,3,0,1,1,1,0,1,1,0,1,1,0,4,0,1,1,0,1,0,10.5,6.0,0.617
2,6,2,3,1,4,0,7,0,0,3,0,4,2,0,4,1,1,1,1,1,1,1,0,1,0,0,3,0,1,1,0,1,1,19.5,8.5,0.566
1,0,0,1,1,3,0,1,0,1,1,1,2,0,0,2,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,15.0,6.0,0.365
0,2,0,3,1,0,0,2,1,1,2,0,1,0,0,2,0,0,1,0,2,1,0,0,1,1,1,2,0,1,0,0,1,0,15.0,14.75,0.73
9,8,5,6,2,6,0,15,2,7,4,1,14,2,1,8,8,1,1,1,3,1,1,0,1,1,2,3,1,1,1,1,2,1,12.125,6.375,0.431
3,2,1,3,0,1,0,4,0,0,2,0,2,1,0,1,1,1,1,1,1,0,1,0,1,0,0,2,0,1,1,0,1,1,10.5,4.5,0.463
1,0,4,3,0,0,0,1,1,3,3,0,6,1,0,3,2,1,0,1,3,0,0,0,1,1,1,2,0,1,1,0,1,1,9.333,12.0,0.802
7,9,6,5,3,4,0,14,0,5,13,0,12,3,0,17,1,1,1,1,3,1,1,0,1,0,2,5,0,1,1,0,1,1,16.5,11.833,0.569
4,4,4,5,1,5,0,8,2,1,8,0,6,1,0,7,0,1,1,1,1,1,1,0,1,1,1,3,0,1,1,0,2,0,11.2,7.4,0.472
3,8,4,3,0,6,0,10,0,1,6,3,12,2,0,7,0,1,1,1,2,0,1,0,1,0,1,3,1,1,1,0,2,0,16.0,7.0,0.53
14,18,6,10,7,10,0,21,0,9,30,0,18,7,0,30,3,1,1,1,1,1,1,0,1,0,2,8,0,1,1,0,2,1,20.333,13.444,0.523
7,11,16,15,8,18,0,23,0,6,23,1,11,5,0,24,0,1,1,1,5,1,1,0,1,0,2,6,1,1,1,0,3,0,16.8,12.614,0.6
1,1,1,0,0,1,0,4,0,3,1,0,1,0,0,5,0,1,1,1,0,0,1,0,1,0,2,1,0,1,0,0,2,0,9.0,4.5,0.667
2,3,3,1,0,1,0,3,0,1,6,0,5,0,0,5,1,1,1,1,1,0,1,0,1,0,1,4,0,1,0,0,1,1,15.5,6.0,0.635
17,25,24,27,17,21,0,51,2,12,52,0,35,13,0,49,1,1,1,1,3,1,1,0,1,1,2,9,0,1,1,0,5,1,20.353,14.647,0.532
3,3,0,3,1,2,0,4,0,0,5,0,4,1,0,2,0,1,1,0,2,1,1,0,1,0,0,3,0,1,1,0,2,0,14.0,10.0,0.802
1,3,4,1,1,0,0,4,0,1,3,0,4,1,0,3,0,1,1,1,1,1,0,0,1,0,1,3,0,1,1,0,1,0,13.0,9.0,0.832
6,6,4,5,2,7,0,21,1,1,2,1,9,3,0,4,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,0,18.0,7.5,0.417
2,2,2,2,2,1,0,2,0,2,7,1,9,0,0,8,2,1,1,1,2,1,1,0,1,0,2,3,1,1,0,0,2,1,8.0,6.8,0.671
2,2,1,0,0,2,0,2,2,2,0,3,7,0,0,1,2,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,13.0,0.0,0.139
1,1,1,0,0,1,0,1,0,1,3,5,1,1,0,3,0,1,1,1,0,0,1,0,1,0,1,2,1,1,1,0,1,0,19.0,7.0,0.487
3,11,4,5,4,2,1,15,6,6,10,0,11,0,0,18,0,1,1,1,2,1,1,1,1,1,2,5,0,1,0,0,1,0,13.714,6.214,0.577
3,3,3,3,1,1,1,1,0,3,5,0,4,2,0,2,1,1,1,1,2,1,1,1,1,0,2,2,0,1,1,0,1,1,16.5,18.0,0.739
3,3,5,6,2,4,0,10,1,2,7,0,7,0,1,9,2,1,1,1,3,1,1,0,1,1,2,2,0,1,0,1,1,1,15.5,9.5,0.539
3,6,3,8,0,1,1,5,2,3,9,0,5,2,0,7,4,1,1,1,4,0,1,1,1,1,1,5,0,1,1,0,1,1,11.8,14.8,0.829
7,5,2,5,2,8,1,11,1,5,9,1,12,2,0,11,3,1,1,1,2,1,1,1,1,1,2,5,1,1,1,0,1,1,21.0,9.5,0.54
1,2,2,5,2,3,3,7,0,3,9,0,7,2,0,7,0,1,1,1,2,1,1,1,1,0,2,3,0,1,1,0,2,0,17.667,11.667,0.583
1,1,1,1,0,0,0,1,0,1,3,1,3,0,0,1,2,1,1,1,1,0,0,0,1,0,1,3,1,1,0,0,1,1,5.333,5.0,0.707
6,8,6,11,2,4,0,10,0,4,15,0,13,3,0,15,2,1,1,1,2,1,1,0,1,0,2,3,0,1,1,0,2,1,16.5,13.333,0.355
2,0,3,5,0,0,0,1,0,1,3,1,5,1,0,3,3,1,0,1,2,0,0,0,1,0,1,3,1,1,1,0,1,1,7.0,3.5,0.535
5,3,4,2,1,2,0,5,0,0,2,1,5,1,0,4,3,1,1,1,2,1,1,0,1,0,0,2,1,1,1,0,1,1,9.5,3.75,0.574
12,12,4,11,2,14,0,23,0,9,21,0,17,4,0,21,1,1,1,1,4,1,1,0,1,0,3,7,0,1,1,0,5,1,21.429,21.071,0.808
3,3,2,3,0,1,0,4,0,2,3,3,3,2,0,7,2,1,1,1,1,0,1,0,1,0,1,3,1,1,1,0,1,1,12.667,4.333,0.574
6,14,6,8,4,11,0,21,2,5,14,0,15,4,0,21,10,1,1,1,3,1,1,0,1,1,2,7,0,1,1,0,3,1,17.5,14.25,0.657
10,19,2,2,3,7,1,37,5,6,13,8,24,3,2,14,3,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,3,1,17.667,10.778,0.561
5,3,3,3,3,4,0,9,2,2,6,0,4,0,0,3,0,1,1,1,2,1,1,0,1,1,1,3,0,1,0,0,2,0,15.667,11.0,0.619
3,8,4,4,2,7,0,14,0,1,13,0,8,1,0,9,2,1,1,1,1,1,1,0,1,0,1,4,0,1,1,0,2,1,15.2,9.0,0.568
5,6,3,2,3,6,1,10,1,1,2,0,5,0,0,8,3,1,1,1,2,1,1,1,1,1,1,2,0,1,0,0,2,1,14.0,3.0,0.378
0,2,0,1,1,1,0,1,0,1,3,2,3,1,0,4,1,0,1,0,1,1,1,0,1,0,1,2,1,1,1,0,2,1,10.0,6.5,0.791
2,3,1,3,2,3,0,5,1,0,2,0,2,0,0,1,1,1,1,1,1,1,1,0,1,1,0,2,0,1,0,0,1,1,13.0,6.5,0.555
17,13,10,20,8,16,0,33,1,4,30,3,22,6,1,26,14,1,1,1,4,1,1,0,1,1,2,6,1,1,1,1,2,1,13.118,9.0,0.474
15,8,13,10,5,7,0,23,1,4,16,2,11,3,0,12,8,1,1,1,2,1,1,0,1,1,2,4,1,1,1,0,2,1,17.125,7.125,0.362
3,0,2,2,1,2,0,4,2,2,3,1,3,1,0,4,2,1,0,1,2,1,1,0,1,1,2,3,1,1,1,0,2,1,10.667,10.857,1.0
2,1,3,2,1,3,0,3,0,0,5,3,4,2,0,2,1,1,1,1,1,1,1,0,1,0,0,4,1,1,1,0,1,1,15.5,8.5,0.635
2,3,2,2,1,6,0,6,0,1,3,1,6,0,0,2,1,1,1,1,1,1,1,0,1,0,1,3,1,1,0,0,1,1,18.0,9.0,0.707
11,10,5,8,4,4,0,10,0,1,12,5,11,3,0,8,0,1,1,1,2,1,1,0,1,0,1,6,1,1,1,0,1,0,18.4,7.6,0.59
1,2,4,5,2,1,0,4,0,1,7,0,6,0,0,3,0,1,1,1,3,1,1,0,1,0,1,4,0,1,0,0,1,0,18.0,15.0,0.943
2,9,5,6,2,5,0,14,1,2,7,4,11,2,0,8,1,1,1,1,2,1,1,0,1,1,2,5,1,1,1,0,2,1,13.0,6.5,0.721
6,10,7,8,3,10,0,14,0,0,14,2,11,2,0,11,4,1,1,1,4,1,1,0,1,0,0,4,1,1,1,0,2,1,17.0,12.0,0.49
12,21,9,12,4,9,0,25,0,1,21,10,19,3,0,14,8,1,1,1,3,1,1,0,1,0,1,6,1,1,1,0,3,1,16.8,10.9,0.491
4,8,1,5,3,5,2,16,0,0,8,10,11,1,0,8,0,1,1,1,2,1,1,1,1,0,0,6,1,1,1,0,1,0,16.2,6.4,0.629
0,2,0,2,1,1,0,5,0,1,5,0,1,1,0,2,0,0,1,0,2,1,1,0,1,0,1,4,0,1,1,0,1,0,21.0,25.0,0.926
6,13,3,4,7,6,0,17,1,3,9,2,10,0,0,15,1,1,1,1,2,1,1,0,1,1,2,5,1,1,0,0,2,1,19.4,8.95,0.718
5,13,2,7,3,14,0,16,3,0,9,9,10,1,0,7,0,1,1,1,1,1,1,0,1,1,0,3,1,1,1,0,2,0,19.8,8.4,0.355
8,15,5,6,4,11,0,19,0,0,7,9,12,2,0,5,2,1,1,1,1,1,1,0,1,0,0,5,1,1,1,0,1,1,26.25,6.0,0.414
1,9,1,5,4,11,0,20,2,2,8,2,6,2,0,7,1,1,1,1,4,1,1,0,1,1,2,7,1,1,1,0,2,1,27.0,17.0,0.943
19,22,14,8,10,16,1,25,2,2,21,15,21,4,0,18,4,1,1,1,2,1,1,1,1,1,2,6,1,1,1,0,4,1,20.1,8.1,0.499
14,11,12,5,5,12,0,24,0,3,3,4,12,3,0,9,0,1,1,1,3,1,1,0,1,0,2,2,1,1,1,0,3,0,23.4,7.2,0.392
1,6,2,3,1,2,0,9,1,0,1,2,4,1,0,3,2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,12.667,2.667,0.344
4,14,7,13,3,8,1,14,6,4,13,11,14,0,0,12,4,1,1,1,2,1,1,1,1,1,2,6,1,1,0,0,1,1,18.286,8.714,0.5
3,5,3,5,1,1,0,13,1,1,5,2,5,1,0,5,1,1,1,1,2,1,1,0,1,1,1,2,1,1,1,0,2,1,13.0,9.5,0.686
8,23,13,9,4,13,0,18,4,7,30,6,17,5,2,27,5,1,1,1,4,1,1,0,1,1,2,8,1,1,1,1,3,1,31.5,18.917,0.669
8,10,6,7,2,7,0,16,0,2,12,10,15,3,0,7,0,1,1,1,2,1,1,0,1,0,2,4,1,1,1,0,1,0,20.8,11.0,0.555
2,5,1,3,0,4,1,9,0,0,3,6,5,1,0,4,1,1,1,1,2,0,1,1,1,0,0,2,1,1,1,0,2,1,15.0,5.0,0.422
9,13,7,5,6,5,0,19,0,5,20,0,12,4,0,20,7,1,1,1,2,1,1,0,1,0,2,5,0,1,1,0,1,1,18.857,11.286,0.431
8,15,10,20,13,10,1,33,1,14,32,6,39,5,0,34,8,1,1,1,4,1,1,1,1,1,2,6,1,1,1,0,1,1,15.5,9.734,0.449
6,6,7,6,5,4,0,14,1,1,19,0,14,3,0,15,3,1,1,1,2,1,1,0,1,1,1,5,0,1,1,0,1,1,26.0,19.5,0.485
17,28,24,19,10,24,0,48,1,11,38,5,46,7,1,42,14,1,1,1,3,1,1,0,1,1,2,8,1,1,1,1,3,1,19.588,11.941,0.465
2,7,4,4,4,8,0,11,1,2,6,4,7,0,0,10,5,1,1,1,3,1,1,0,1,1,1,3,1,1,0,0,1,1,10.714,2.143,0.408
3,9,0,3,2,4,0,20,1,0,3,0,6,0,0,7,4,1,1,0,1,1,1,0,1,1,0,2,0,1,0,0,1,1,10.333,2.333,0.359
2,3,4,4,1,3,0,6,2,0,7,5,4,1,0,5,2,1,1,1,2,1,1,0,1,1,0,3,1,1,1,0,2,1,12.25,5.75,0.505
0,1,2,2,0,1,0,4,0,0,4,2,6,0,0,3,1,0,1,1,1,0,1,0,1,0,0,3,1,1,0,0,1,1,6.25,2.5,0.424
3,14,5,8,5,15,0,17,2,1,14,5,8,2,0,9,3,1,1,1,2,1,1,0,1,1,1,6,1,1,1,0,2,1,27.75,13.5,0.604
2,1,3,1,1,1,0,2,0,0,4,0,2,1,0,2,0,1,1,1,1,1,1,0,1,0,0,4,0,1,1,0,1,0,20.0,11.0,0.632
0,2,1,3,2,6,1,9,0,1,2,1,10,1,2,4,1,0,1,1,1,1,1,1,1,0,1,2,1,1,1,1,2,1,8.8,5.6,0.64
2,3,1,2,1,1,0,8,1,1,2,1,5,0,1,1,2,1,1,1,1,1,1,0,1,1,1,2,1,1,0,1,1,1,30.0,6.0,0.387
2,7,2,4,1,2,0,16,1,1,11,1,6,0,0,7,4,1,1,1,2,1,1,0,1,1,1,7,1,1,0,0,1,1,16.25,7.75,0.702
14,27,6,14,6,21,0,54,0,11,23,5,30,3,0,32,7,1,1,1,2,1,1,0,1,0,2,6,1,1,1,0,2,1,23.0,9.545,0.4
0,1,1,0,0,0,0,1,1,0,3,0,4,0,0,1,1,0,1,1,0,0,0,0,1,1,0,3,0,1,0,0,1,1,13.0,12.0,0.784
3,6,2,7,2,3,0,12,0,2,13,0,7,3,0,9,1,1,1,1,2,1,1,0,1,0,1,6,0,1,1,0,1,1,17.5,15.143,0.676
0,2,1,1,1,2,0,2,0,0,3,1,7,0,0,3,1,0,1,1,1,1,1,0,1,0,0,2,1,1,0,0,1,1,23.0,2.0,0.295
3,1,1,2,3,3,0,3,0,0,1,1,1,1,0,3,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,2,0,23.0,6.0,0.295
4,5,0,3,2,4,0,9,0,3,10,5,6,1,0,8,2,1,1,0,2,1,1,0,1,0,2,5,1,1,1,0,1,1,12.4,6.8,0.629
9,22,10,15,8,22,0,39,3,10,24,11,23,9,0,27,8,1,1,1,3,1,1,0,1,1,2,8,1,1,1,0,2,1,29.875,15.0,0.549
2,1,0,2,0,1,0,1,0,1,2,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,2,0,1,1,0,1,1,14.0,19.0,0.945
1,2,2,0,0,1,0,5,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,14.0,2.0,0.378
2,2,1,1,1,4,0,7,0,0,1,3,4,0,0,3,2,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,2,1,15.5,4.5,0.381
0,3,2,1,1,3,0,7,0,1,4,0,3,0,0,6,0,0,1,1,1,1,1,0,1,0,1,3,0,1,0,0,1,0,15.5,5.0,0.635
0,1,0,0,0,1,0,1,0,0,2,1,3,0,0,2,0,0,1,0,0,0,1,0,1,0,0,2,1,1,0,0,2,0,5.5,4.0,0.853
3,6,1,2,0,6,0,9,0,1,5,0,3,2,0,7,0,1,1,1,1,0,1,0,1,0,1,3,0,1,1,0,2,0,15.0,3.333,0.422
3,5,0,2,1,7,0,9,2,1,5,2,4,0,0,4,3,1,1,0,1,1,1,0,1,1,1,2,1,1,0,0,2,1,12.0,5.25,0.408
3,3,0,1,1,2,0,3,2,1,1,7,6,0,4,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,32.0,4.0,0.375
9,8,4,1,2,3,0,12,5,0,1,0,7,0,0,2,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,27.0,2.0,0.289
3,4,2,4,3,2,0,6,0,0,8,3,12,1,0,4,0,1,1,1,1,1,1,0,1,0,0,4,1,1,1,0,1,0,17.333,8.667,0.588
5,5,5,5,1,2,0,11,0,3,17,4,10,0,0,11,1,1,1,1,2,1,1,0,1,0,2,8,1,1,0,0,3,1,13.333,9.5,0.87
10,19,9,12,6,10,0,17,3,4,17,4,10,2,0,10,0,1,1,1,3,1,1,0,1,1,2,5,1,1,1,0,1,0,19.0,9.0,0.491
4,11,6,9,3,8,1,17,0,4,13,12,13,0,0,14,6,1,1,1,2,1,1,1,1,0,2,5,1,1,0,0,1,1,15.125,5.875,0.45
5,5,1,1,1,4,0,9,3,2,3,2,4,2,0,4,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,0,2,1,15.667,3.667,0.516
4,12,5,10,5,9,1,17,1,5,20,5,17,3,0,23,0,1,1,1,4,1,1,1,1,1,2,8,1,1,1,0,1,0,15.222,9.333,0.725
11,15,15,16,6,16,0,32,3,4,30,10,24,3,0,24,7,1,1,1,3,1,1,0,1,1,2,6,1,1,1,0,2,1,10.286,6.143,0.433
0,2,1,0,0,2,0,2,0,2,2,2,2,0,0,3,0,0,1,1,0,0,1,0,1,0,1,2,1,1,0,0,1,0,9.0,3.0,0.5
0,3,1,2,3,3,0,4,0,1,5,2,1,0,0,4,0,0,1,1,2,1,1,0,1,0,1,3,1,1,0,0,2,0,29.0,23.0,0.788
1,1,0,1,0,0,1,0,0,0,2,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,2,1,1,1,0,1,0,11.0,7.0,0.853
0,1,1,2,0,1,1,2,1,0,1,0,2,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,6.5,1.0,0.392
1,1,0,4,1,1,0,4,2,1,6,0,3,0,0,4,0,1,1,0,3,1,1,0,1,1,1,5,0,1,0,0,1,0,14.0,17.0,1.203
8,6,3,4,2,7,0,12,0,2,11,1,8,1,0,10,6,1,1,1,2,1,1,0,1,0,1,4,1,1,1,0,2,1,13.5,4.833,0.471
2,1,1,0,0,1,1,1,0,0,2,3,2,0,0,3,1,1,1,1,0,0,1,1,1,0,0,2,1,1,0,0,1,1,9.0,2.0,0.5
5,2,2,7,3,4,0,5,0,4,4,2,2,2,0,5,0,1,1,1,2,1,1,0,1,0,2,3,1,1,1,0,2,0,23.5,11.5,0.516
3,4,4,6,1,3,0,7,4,1,9,0,6,2,0,5,0,1,1,1,3,1,1,0,1,1,1,3,0,1,1,0,2,0,18.333,14.333,0.763
0,0,0,0,0,1,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,4.333,0.0,0.196
6,7,7,2,0,5,0,10,0,1,4,5,9,1,0,6,1,1,1,1,1,0,1,0,1,0,1,4,1,1,1,0,1,1,12.8,2.4,0.442
2,4,4,4,2,2,0,3,1,0,4,0,5,0,0,4,1,1,1,1,2,1,1,0,1,1,0,3,0,1,0,0,1,1,12.0,3.667,0.589
5,12,5,5,0,8,0,14,6,2,14,6,12,2,1,8,6,1,1,1,2,0,1,0,1,1,2,8,1,1,1,1,1,1,10.7,5.6,0.752
4,10,12,11,10,13,0,27,1,4,26,3,26,2,0,20,13,1,1,1,3,1,1,0,1,1,2,7,1,1,1,0,3,1,17.9,10.3,0.634
18,24,13,18,8,15,1,44,1,8,25,6,26,6,0,25,4,1,1,1,4,1,1,1,1,1,2,8,1,1,1,0,1,1,16.067,9.067,0.547
3,3,5,6,3,5,0,8,0,3,5,0,5,1,0,5,2,1,1,1,3,1,1,0,1,0,1,2,0,1,1,0,2,1,13.5,12.875,0.674
0,1,1,1,0,1,0,3,0,1,1,0,2,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,12.0,11.0,0.816
2,3,3,2,1,3,0,5,0,0,2,6,3,1,0,3,1,1,1,1,1,1,1,0,1,0,0,2,1,1,1,0,2,1,17.5,5.0,0.359
2,3,2,1,1,1,1,4,0,1,5,0,4,0,0,4,0,1,1,1,1,1,1,1,1,0,1,3,0,1,0,0,1,0,29.0,10.0,0.525
0,5,3,3,2,3,0,6,0,1,11,0,11,1,0,8,1,0,1,1,3,1,1,0,1,0,1,6,0,1,1,0,1,1,11.0,8.6,0.858
2,5,2,2,2,4,0,5,0,0,2,10,7,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,21.5,5.0,0.323
12,28,22,19,8,18,2,38,4,12,28,18,38,8,0,33,3,1,1,1,3,1,1,1,1,1,2,7,1,1,1,0,3,1,17.118,9.765,0.456
9,27,16,13,10,15,1,39,0,14,25,15,30,3,0,40,2,1,1,1,3,1,1,1,1,0,2,10,1,1,1,0,2,1,18.5,9.286,0.615
1,2,1,1,1,2,1,6,0,2,3,0,3,0,0,3,0,1,1,1,1,1,1,1,1,0,2,3,0,1,0,0,2,0,8.667,11.667,0.971
3,3,4,6,2,9,0,11,0,4,11,0,9,4,0,15,4,1,1,1,3,1,1,0,1,0,2,5,0,1,1,0,1,1,17.0,10.6,0.614
9,7,3,11,0,7,0,15,0,7,15,1,7,6,0,15,4,1,1,1,4,0,1,0,1,0,2,4,1,1,1,0,2,1,21.4,17.2,0.547
3,3,3,6,2,3,0,12,1,6,11,1,13,1,0,7,2,1,1,1,3,1,1,0,1,1,1,5,1,1,1,0,2,1,24.667,24.19,0.658
0,4,5,2,2,3,1,5,2,0,8,3,9,0,0,3,1,0,1,1,1,1,1,1,1,1,0,3,1,1,0,0,2,1,9.6,5.4,0.51
1,2,0,0,0,1,0,2,1,1,2,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,12.0,4.0,0.408
3,0,0,2,1,0,1,1,0,0,1,0,3,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,12.0,2.0,0.408
7,13,3,10,4,7,0,21,0,7,32,0,23,5,0,21,8,1,1,1,4,1,1,0,1,0,2,7,0,1,1,0,2,1,20.125,15.688,0.613
8,10,7,12,3,8,0,17,0,10,15,5,12,8,0,17,4,1,1,1,3,1,1,0,1,0,2,6,1,1,1,0,2,1,27.2,18.6,0.546
8,18,12,13,6,10,0,26,0,6,21,8,19,4,0,14,0,1,1,1,4,1,1,0,1,0,2,7,1,1,1,0,3,0,27.5,18.167,0.661
3,3,5,1,3,1,0,3,1,0,4,1,5,2,0,5,0,1,1,1,1,1,1,0,1,1,0,3,1,1,1,0,2,0,37.0,13.0,0.581
